rep,est,se,IRR,IRR_CI_Lower,IRR_CI_Upper,n_event
542,0.632556170365283,0.111761622037334,1.88241621117487,1.51211210165969,2.34340482309785,886
543,0.7426768896724,0.109382621194091,2.101553618795,1.69603112905582,2.60403688175761,848
544,0.460611320224793,0.121590137526324,1.58504265751346,1.24894479373956,2.01158629166858,861
545,0.674069913709026,0.112633865628361,1.96220710506425,1.57351440721384,2.4469154559456,844
546,0.634185626664325,0.115049205922468,1.88548602651333,1.50485015221072,2.36239970534902,835
547,0.618441184710948,0.11428054357692,1.85603257372976,1.48357606754893,2.32199547437921,857
548,0.720640321140145,0.111651800976279,2.05574912891986,1.65170289357067,2.55863478686457,828
549,0.844818484945353,0.107218049975178,2.32755528989846,1.88640889949106,2.87186602490897,816
550,0.694902080103624,0.113403585005688,2.00351288056206,1.60421595837874,2.5021966909211,819
551,0.615279808101755,0.117049957427125,1.85017422087429,1.47088771628516,2.32726441977039,819
552,0.513139547049764,0.119473906239897,1.67052767078389,1.32177429080785,2.11130048319297,854
553,0.807310634006422,0.104375078413869,2.24187066130802,1.82711686237679,2.75077318015425,886
554,0.616768125189824,0.116342616849685,1.85292991694923,1.47512212990153,2.32750170818375,828
555,0.718231003952724,0.11102211214318,2.05080213903743,1.64976303535832,2.54932940267209,839
556,0.674843055975973,0.112003819487283,1.96372475691848,1.57667721430907,2.44578591352601,853
557,0.756028222847266,0.10946407581415,2.12980030721967,1.71855286074361,2.6394587284736,838
558,0.667405733509797,0.110723344510119,1.94917407878018,1.56892703107041,2.42157825963166,878
559,0.675599595715842,0.111384235413616,1.96521095484826,1.57978775519371,2.44466643342356,862
560,0.664837839711331,0.114549369205917,1.94417522775732,1.55321224352092,2.43354849409176,822
561,0.589462564371993,0.115485291489401,1.80301914823359,1.43780199098202,2.26100538828482,859
562,0.776104592397273,0.106785267871292,2.17299107142858,1.7626340565929,2.67888287920383,867
563,0.700881171159683,0.112793315474855,2.01552795031056,1.61576791872038,2.51419332653931,824
564,0.738775533184358,0.108781916382997,2.09337068160598,1.69141743256897,2.59084524389208,860
565,0.560410595849466,0.117467873445616,1.75139146675072,1.39121545701015,2.20481454137902,850
566,0.720640321140145,0.111651800976279,2.05574912891986,1.65170289357067,2.55863478686457,828
567,0.66962111199482,0.111973382504563,1.95349702380953,1.5685589240211,2.43290230516156,857
568,0.803575526411281,0.109183405007097,2.23351265192271,1.80323087210233,2.76646703618312,812
569,0.428197594373883,0.125745834272134,1.53448925745767,1.1993026801255,1.96335530660748,827
570,0.952972298509539,0.102418311299809,2.59340659340861,2.12173913059296,3.16992681228236,825
571,0.685384673116733,0.113346516693278,1.98453508602358,1.58919815282073,2.47821802502618,826
572,0.725157400695257,0.110458694271484,2.06505611565532,1.66306508765633,2.56421519064843,843
573,0.809871454868097,0.107538950387011,2.24761904761907,1.82047778373838,2.77498106724824,833
574,0.659454444592877,0.11007473829362,1.93373708585679,1.55848145661671,2.3993478403879,894
575,0.586268240339853,0.11278183832922,1.79726890978989,1.44083081072045,2.24188399502794,903
576,0.761081290698656,0.108348594773619,2.140589569161,1.7310392438987,2.64703629322745,852
577,0.619353133770188,0.117073580274002,1.85772595290971,1.47682296165029,2.33687165336172,816
578,0.700172537611663,0.110309865905516,2.01410018552876,1.62250162850618,2.50021293419708,862
579,0.690070255055466,0.112728534032611,1.99385560675883,1.59859702998263,2.48684321692179,832
580,0.775738448498631,0.108438685651668,2.17219558964526,1.75628806887105,2.68659439377012,841
581,0.722165874448982,0.108115361062663,2.05888767720829,1.66573032449393,2.54484078546629,882
582,0.702385539897947,0.109142948570482,2.01856232939036,1.62981953103608,2.50002764112391,879
583,0.555229237024513,0.117439302016584,1.74234034791496,1.38410321911856,2.19329732496806,854
584,0.83786918665214,0.107172998708894,2.31143648595178,1.87351054748986,2.85172594077323,821
585,0.82249201427715,0.106008907619746,2.27616501145917,1.84913576022236,2.80181005139823,849
586,0.827162951978165,0.103999034552693,2.2868217054264,1.86512596025892,2.80386077071347,879
587,0.610600342088339,0.119252140517548,1.84153661893292,1.45771543784894,2.32641915617986,792
588,0.638062483047444,0.114392787349066,1.89280997282125,1.51264041012122,2.3685269606968,842
589,0.493128588234939,0.118599506036154,1.63743106222247,1.29780947996385,2.06592764571707,881
590,0.826332731922175,0.107643892056663,2.28492392807749,1.8503125677056,2.82161914058391,821
591,0.670924043775236,0.111980962761435,1.95604395604396,1.57058064695055,2.43611046997484,856
592,0.729501468513836,0.109303240555351,2.07404637247569,1.67409220907854,2.56955281904533,858
593,0.705845162223396,0.111562648748393,2.02555788670608,1.62772997150886,2.52061756201119,839
594,0.725582456313099,0.109279818983829,2.06593406593407,1.66762081151644,2.55938492450554,861
595,0.496494933132582,0.122612167505947,1.64295250825565,1.29198461934076,2.08926089674416,822
596,0.662546740111229,0.115215558491294,1.93972602739726,1.54763567439475,2.4311516745269,814
597,0.631526050367505,0.115033834638802,1.88047809500909,1.50089842299287,2.35605408842903,837
598,0.559588970614737,0.118204434299591,1.74995307031807,1.38806756183637,2.20618637918767,840
599,0.509450356775735,0.118685869435842,1.6643761304267,1.3189425633808,2.1002794059762,868
600,0.604498031871925,0.116987869303359,1.83033320931599,1.45529120488045,2.30202700730276,827
601,0.492497592689019,0.122590445671912,1.6363981764229,1.28688521206725,2.08083748782735,825
602,0.775738448498631,0.108438685651668,2.17219558964526,1.75628806887105,2.68659439377012,841
603,0.704510939210261,0.109740652233746,2.02285714285714,1.63137499296327,2.50828352650879,868
604,0.765267148631335,0.108943093717171,2.14956855225312,1.73627603265067,2.66123869358579,840
605,0.643550244647908,0.115103639695116,1.90322581640041,1.51884663847804,2.38488101197809,828
606,0.637443976235848,0.118653623386731,1.89163961893323,1.49913330996213,2.38691277429374,783
607,0.868913995501938,0.10683832251117,2.38432006465969,1.93385366784088,2.93971682825722,807
608,0.68470831191408,0.112696649281859,1.98319327731092,1.59014775270336,2.47339001579241,836
609,0.922114310149189,0.103152676789649,2.51460142067961,2.05430743948887,3.07803018347497,832
610,0.513021014482243,0.120256707504523,1.67032967058492,1.31959147343442,2.1142916308598,843
611,0.509766862555954,0.117194572825185,1.66490299846643,1.32322206500411,2.09481240345996,890
612,0.731837452255631,0.110499085023895,2.07889697433933,1.674079103754,2.5816059827913,838
613,0.920734047680218,0.103143441885969,2.51113300492692,2.05151104416123,3.07372898936132,833
614,0.63273126084624,0.113695242793258,1.88274583319064,1.50665608174056,2.35271467414228,856
615,0.604560381845512,0.113536484086308,1.83044733410105,1.46526038240361,2.28664985633572,878
616,0.756143849834732,0.110051732490756,2.13004658385093,1.71677308906587,2.64280613336254,829
617,0.710647375742627,0.114826653821347,2.03530844155845,1.62513561841836,2.5490060062253,789
618,0.666617366265042,0.113235480843697,1.94763801935117,1.55999076604081,2.43161301784455,840
619,0.809169946596606,0.109219230603649,2.24604287717894,1.81321985122121,2.78218253717476,808
620,0.588540245756257,0.116897135172583,1.80135695676155,1.43250702115141,2.26518044083657,839
621,0.763153830300629,0.110691874506871,2.14503062635843,1.72668216405759,2.66473846999336,815
622,0.690956162852444,0.114705987387408,1.99562276163947,1.59382463520716,2.49871291910099,803
623,0.536964668312015,0.121187925564032,1.71080610917745,1.34910404107693,2.16948245211875,814
624,0.358700773955949,0.12725093420978,1.43146840485316,1.11548972742482,1.83695263498601,856
625,0.717319897502842,0.112893099139184,2.04893449092344,1.64222739671346,2.5563649446461,812
626,0.738562427163306,0.11054000580201,2.09292461924041,1.68524001692726,2.59923418493787,833
627,0.578157143741962,0.118308562338012,1.78275004958842,1.41379364885995,2.24799265569648,826
628,0.781505665124244,0.109043900653324,2.18475930617814,1.76435211106042,2.7053405020516,828
629,0.439765978901567,0.12402227180351,1.55234389477688,1.21736269433246,1.97950173672149,842
630,0.715879666817021,0.110403018215588,2.04598567659254,1.64788677943813,2.54025788728588,850
631,0.62624356559941,0.11432492674435,1.87057068901464,1.49506670809321,2.34038700993038,851
632,0.730497867326575,0.110490964802862,2.07611397972844,1.67186464208709,2.57810898581066,839
633,0.618441184710947,0.11428054357692,1.85603257372976,1.48357606754893,2.3219954743792,857
634,0.741393335726435,0.10879766440043,2.09885789178056,1.69579868747124,2.5977166290054,858
635,0.448184935307753,0.125851693048372,1.56546817922433,1.22326088495808,2.00340798132194,812
636,0.736067480284726,0.109342676613452,2.08770939205722,1.68499024108929,2.5866799696515,853
637,0.565272969254247,0.115351872107624,1.75992812342709,1.40380647021313,2.20639173942499,878
638,0.543400408826046,0.116647816336501,1.72185191922427,1.36995088650535,2.16414621935772,874
639,0.579347797286155,0.116845490043307,1.78487395141807,1.41954279589357,2.24422612102047,846
640,0.659810760292353,0.115199314769409,1.9344262295082,1.54345630002876,2.42443199547637,816
641,0.718806179397086,0.109825264377571,2.05198204936425,1.65458896195288,2.54481954596348,857
642,0.682097344373362,0.111422134586935,1.97802197802198,1.58996813237906,2.46078576410436,857
