rep,est_E,se_E,IRR_E,IRR_E_CI_Lower,IRR_E_CI_Upper,est_C,IRR_C,IRR_C_CI_Lower,IRR_C_CI_Upper,n_event
1,-0.334750088735194,0.172243410071193,0.715516879738794,0.510512084866646,1.00284483045073,,,,,1067
2,-0.051115444598014,0.152214244535456,0.950168972325461,0.705075858096491,1.28045949326274,,,,,1060
3,-0.296011046216551,0.172399232674604,0.74377921202856,0.53051484768633,1.04277480386923,,,,,1042
4,-0.0946624021159526,0.1535691743812,0.909679988674227,0.6732406380201,1.22915586947922,,,,,1077
5,-0.2784985116278,0.159729000745915,0.756919394326852,0.553462322576427,1.03516887444314,,,,,1153
6,0.175228952518168,0.137257166606257,1.19151898665791,0.910473804530988,1.55931723515937,,,,,1089
7,-0.063138930069186,0.149059632435021,0.938813035268491,0.700969823130166,1.25735785779522,,,,,1120
8,-0.15073180456143,0.15853557232832,0.860078336816519,0.630365280948046,1.17350172640939,,,,,1057
9,-0.149919679250571,0.154983772861555,0.860777111911234,0.635284536009305,1.16630768481258,,,,,1134
10,-0.0960528386231988,0.157045917055818,0.908416015349029,0.667739481030725,1.23584074386136,,,,,1058
11,0.0903599388427887,0.145601090196415,1.09456819041761,0.822823999082148,1.45605806929613,,,,,1048
12,0.188489292025806,0.135030618011299,1.20742415385071,0.926662501197271,1.57325141075472,,,,,1131
13,-0.111850435628681,0.155216551901985,0.894177984667822,0.659634564694668,1.21211699789368,,,,,1090
14,-0.0459110734146097,0.15564207168452,0.955126894587635,0.704009148137189,1.29581751484122,,,,,1022
15,-0.204249312156483,0.15828061622474,0.81525909184606,0.597815190126306,1.1117940758535,,,,,1125
16,-0.0295908641758256,0.146283926100542,0.97084265881524,0.728839241241843,1.29320077026793,,,,,1121
17,-0.172266393782714,0.153229335726402,0.841754905024739,0.623385374252176,1.13661845368637,,,,,1109
18,-0.102539460294852,0.15700991929925,0.902542534455709,0.663468934245992,1.22776362909513,,,,,1095
19,0.0728454134948831,0.140222993697576,1.07556425634325,0.817105873854544,1.41577549071584,,,,,1114
20,-0.172737400782425,0.15662766946697,0.841358525928424,0.618955442503387,1.14367549025724,,,,,1104
21,-0.108352035360423,0.153511440207499,0.897311655390471,0.664162168682143,1.21230663965284,,,,,1108
22,-0.0530030965646046,0.152247942089662,0.948377075766867,0.703699697570178,1.27812912375228,,,,,1085
23,-0.0367918091595934,0.149216343747701,0.963876784779514,0.719462791188547,1.29132245282914,,,,,1092
24,0.218252960921802,0.133141670649686,1.24390168634147,0.958198884790034,1.61479149041403,,,,,1091
25,0.10105448059065,0.144223387988598,1.10633691401011,0.833919698863505,1.4677448787569,,,,,1081
26,0.0217410586146811,0.141114622410301,1.02197911751685,0.775041642354892,1.34759380601418,,,,,1150
27,-0.0821394869095539,0.15376891924121,0.921143462279964,0.681457746457326,1.24513263296546,,,,,1071
28,-0.064525193889017,0.152098514634452,0.937512494378777,0.695841896485438,1.26311692577814,,,,,1091
29,-0.207683550960624,0.158231268934583,0.812464099519975,0.595823295879421,1.10787530056964,,,,,1118
30,0.0815470587096675,0.144144154321284,1.08496427340142,0.817936730177549,1.43916690756992,,,,,1081
31,0.0782010980998579,0.145533565209652,1.08134009224446,0.812987578415499,1.43827092336909,,,,,1053
